icao,length_ft,width_ft,surface,le_ident,le_latitude,le_longitude,le_elevation_ft,le_displaced_ft,he_ident,he_latitude,he_longitude,he_elevation_ft,he_displaced_ft
KNJM,4000,96,Psp,05,34.686,-77.03333,18.0,,23,34.69433,-77.02467,19.0,
KNJW,8000,150,Asphalt-Concrete,14,32.8065,-88.84383,517.5,,32,32.79133,-88.82517,539.1,
KNKL,3600,150,Asphalt,09,,,,,27,,,,
KNKL,3600,150,Asphalt,17,,,,,35,,,,
KNKT,8979,200,Asphalt,14L,34.91967,-76.9,19.4,,32R,34.902,-76.879,27.3,
KNKT,8491,196,Asphalt,05L,34.90217,-76.88267,24.3,939,23R,34.9185,-76.8625,18.7,
KNKT,8398,200,Asphalt,14R,34.903,-76.8825,24.9,847,32L,34.8865,-76.86283,16.9,
KNKT,8188,200,Asphalt,05R,34.888,-76.89767,22.8,,23L,34.90383,-76.87817,26.1,
KNKX,12000,200,Concrete,06L,32.8645,-117.16483,425.7,,24R,32.87283,-117.127,474.9,
KNKX,8001,200,Pem,06R,32.8655,-117.15167,430.2,,24L,32.871,-117.1265,477.1,
KNLC,13502,200,Concrete,14L,36.36417,-119.96067,217.0,,32R,36.33033,-119.942,221.7,
KNLC,13501,200,Concrete,14R,36.336,-119.96233,227.8,,32L,36.30217,-119.94367,226.5,
KNMM,8003,200,Concrete,01L,32.53033,-88.571,253.5,,19R,32.55217,-88.567,293.8,
KNMM,8001,200,Concrete,01R,32.55967,-88.55233,269.8,,19L,32.58133,-88.54833,315.7,
KNMM,6402,200,Concrete,10,32.54883,-88.5545,299.2,,28,32.546,-88.534,303.6,
KNOG,8001,200,Pem,13,27.90583,-98.05033,257.3,,31,27.89033,-98.03267,224.5,
KNOG,8000,200,Pem,01,27.88483,-98.04867,229.8,,19,27.90617,-98.0425,241.0,
KNOW,4500,150,Asphalt,08,48.14167,-123.42317,9.0,,26,48.14083,-123.40483,8.0,
KNPA,8001,200,Asphalt,07L,30.35083,-87.32917,23.4,,25R,30.35883,-87.3055,16.1,
KNPA,8000,200,Asphalt,07R,30.349,-87.32833,24.1,,25L,30.35717,-87.30467,15.2,
KNPA,7136,200,Asphalt,01,30.342,-87.3215,27.8,,19,30.3615,-87.31917,16.1,
KNQA,8000,200,Asphalt-Concrete,04,35.34817,-89.87883,275.3,,22,35.36517,-89.862,319.3,
KNQI,8000,200,Pem,13L,27.514,-97.81517,48.0,,31R,27.4985,-97.79767,36.7,
KNQI,8000,200,Pem,13R,27.5125,-97.81667,49.5,,31L,27.49717,-97.79917,41.1,
KNQI,8000,200,Pem,17L,27.5145,-97.8085,47.9,,35R,27.4925,-97.80817,46.5,
KNQI,8000,200,Pem,17R,27.5145,-97.81067,48.0,,35L,27.4925,-97.81033,47.6,
KNQX,10001,200,Pem,08,24.5725,-81.7,3.9,,26,24.5805,-81.67133,4.0,
KNQX,7002,150,Pem,04,24.56567,-81.69583,3.4,,22,24.58217,-81.68483,5.7,
KNQX,7001,150,Pem,14,24.579,-81.69217,3.4,,32,24.56633,-81.67633,3.3,
KNRA,5400,200,Concrete,14,,,,,32,,,,
KNRB,8001,200,Asphalt,05,30.38333,-81.43317,10.8,,23,30.3995,-81.41583,11.9,
KNRN,4701,60,Concrete,16,39.85883,-99.89717,2384.0,,34,39.84633,-99.89267,2361.9,
KNRN,2117,125,Turf,08,39.84583,-99.89783,2348.6,,26,39.84567,-99.89033,2352.0,
KNRQ,1800,150,Asphalt,04L,,,,,22R,,,,
KNRQ,1800,150,Asphalt,04R,,,,,22L,,,,
KNRQ,1800,150,Asphalt,09L,,,,,27R,,,,
KNRQ,1800,150,Asphalt,09R,,,,,27L,,,,
KNRQ,1800,150,Asphalt,13L,,,,,31R,,,,
KNRQ,1800,150,Asphalt,13R,,,,,31L,,,,
KNRQ,1800,150,Asphalt,18L,,,,,36R,,,,
KNRQ,1800,150,Asphalt,18R,,,,,36L,,,,
KNRS,4997,336,Pem,09,32.568,-117.12283,8.2,,27,32.56433,-117.10717,19.8,
KNRS,2240,151,Concrete,08,32.567,-117.11383,23.5,,26,32.56533,-117.10683,21.2,
KNSE,6002,200,Asphalt,05,30.71517,-87.033,170.0,,23,30.7265,-87.019,183.0,
KNSE,6002,200,Asphalt,14,30.73017,-87.02833,198.9,,32,30.71817,-87.01533,159.0,
KNSI,10002,200,Pem,12,33.24917,-119.47017,484.6,991,30,33.2305,-119.44617,497.9,
KNTD,11102,200,Asphalt,03,34.1085,-119.1345,10.1,,21,34.1305,-119.10917,12.7,
KNTD,5502,200,Asphalt,09,34.12083,-119.12383,9.1,,27,34.117,-119.10633,11.6,
KNTU,12008,200,Asphalt-Concrete,05R,36.8055,-76.05,17.7,,23L,36.83,-76.0225,21.0,
KNTU,8001,150,Asphalt-Concrete,14L,36.83467,-76.037,19.0,,32R,36.81933,-76.01717,20.5,
KNTU,8000,150,Asphalt-Concrete,05L,36.815,-76.0425,19.7,,23R,36.83133,-76.02417,19.9,
KNTU,8000,200,Asphalt-Concrete,14R,36.83317,-76.03867,19.1,,32L,36.818,-76.01883,21.3,
KNUC,9301,200,Concrete,06,33.01783,-118.6025,91.0,,24,33.02767,-118.5745,183.7,
KNUI,5000,150,Asphalt,08,38.14233,-76.4345,12.6,,26,38.148,-76.41867,21.5,
KNUI,5000,150,Asphalt,15,38.1525,-76.43583,13.7,,33,38.14167,-76.425,19.7,
KNUN,4000,200,Asphalt,05,,,,,23,,,,
KNUN,4000,150,Asphalt,14,,,,,32,,,,
KNUQ,9197,200,Concrete,14L,37.429,-122.05467,5.3,,32R,37.4055,-122.04267,31.3,191
KNUQ,8122,200,Asphalt,14R,37.42517,-122.055,4.0,,32L,37.4045,-122.0445,36.1,602
KNUW,8001,200,Concrete,14,48.36167,-122.6625,39.3,,32,48.34183,-122.6485,47.4,
KNUW,8000,200,Concrete,07,48.35133,-122.67283,18.3,,25,48.3525,-122.64,23.9,
KNVD,5000,75,Concrete,02,37.84617,-94.30867,890.0,,20,37.8585,-94.301,881.2,
KNVD,2581,40,Asphalt,13,37.85533,-94.30733,877.0,,31,37.85033,-94.301,874.0,
KNWL,5000,200,Asphalt,13,,,,300,31,,,,750
KNWL,5000,200,Asphalt,18,,,,420,36,,,,185
KNXP,8015,150,Psp,10,34.30033,-116.17433,2051.1,,28,34.292,-116.14983,2017.7,
KNY0,4000,75,Asphalt,10,42.99817,-74.337,864.7,,28,42.99817,-74.322,880.8,
KNYG,4250,200,Pem,02,38.498,-77.30683,9.4,,20,38.50933,-77.30317,10.3,
KNYL,13300,200,Concrete,03L,32.63683,-114.62933,192.6,,21R,32.663,-114.59933,192.7,
KNYL,9240,150,Asphalt-Concrete,03R,32.64867,-114.6125,188.0,,21L,32.667,-114.59167,207.6,
KNYL,6146,150,Asphalt,08,32.66583,-114.60567,194.7,,26,32.66617,-114.58567,213.3,
KNYL,5710,150,Asphalt,17,32.66767,-114.604,196.3,,35,32.652,-114.60383,182.5,
KNZY,8001,200,Pem,18,32.71,-117.21167,18.9,,36,32.68883,-117.21867,9.9,
KNZY,7501,200,Pem,11,32.70233,-117.22133,19.1,,29,32.69133,-117.20067,25.9,
KO02,4651,75,Asphalt,08,39.8185,-120.36117,4898.6,,26,39.8185,-120.3445,4891.1,
KO05,5020,100,Asphalt,16,40.28917,-121.24217,4534.4,,34,40.2755,-121.24017,4513.5,
KO08,3034,59,Asphalt,13,39.18267,-121.996,48.8,,31,39.17533,-121.99067,46.8,
KO09,3670,60,Asphalt,10,39.7925,-123.27233,,210,28,39.7885,-123.26033,,270
KO15,2985,50,Asphalt,12,37.487,-120.70083,160.8,,30,37.481,-120.69383,160.6,
KO16,2783,75,Asphalt,18,40.08917,-123.81267,536.0,,36,40.08183,-123.81567,550.0,
KO20,3705,60,Asphalt,12,,,,295,30,,,,490
KO22,4673,75,Asphalt,17,38.03667,-120.41167,2120.7,598,35,38.024,-120.4145,2073.6,384
KO22,2607,50,Turf,11,38.033,-120.4205,2100.6,,29,38.028,-120.414,2077.6,
KO24,3920,60,Asphalt,15,37.96283,-119.10783,6765.7,,33,37.95267,-119.10367,6802.2,
KO26,3991,60,Asphalt,16,36.59367,-118.0465,3683.7,,34,36.58283,-118.046,3678.6,
KO26,2391,90,Dirt,13,36.59217,-118.057,3709.8,530,31,36.58683,-118.05217,3691.4,
KO27,3013,75,Asphalt,10,37.75783,-120.805,224.3,,28,37.75483,-120.79533,236.8,
KO28,2995,75,Asphalt,16,39.4555,-123.37283,2065.7,,34,39.44717,-123.37183,2025.3,
KO32,3300,60,Asphalt,16,36.6755,-119.45217,386.0,,34,36.6665,-119.44983,384.1,
KO35,3000,60,Asphalt,18,34.70933,-99.9085,1656.7,,36,34.70117,-99.9085,1654.0,
KO37,4500,60,Asphalt,15,39.72633,-122.14833,217.7,,33,39.71433,-122.14433,209.7,
KO41,3759,60,Asphalt,18,38.67867,-121.87,107.0,630,36,38.669,-121.87433,124.0,385
KO42,2203,50,Asphalt-Treated,07,,,,,25,,,,
KO43,5814,75,Asphalt,02,38.9985,-119.1615,4380.2,,20,39.01233,-119.1515,4374.1,
KO46,5000,60,Asphalt,14,41.48717,-122.458,2906.7,,32,41.4745,-122.45117,2942.7,
KO47,3600,60,Asphalt,17,35.48567,-96.71867,1041.0,110,35,35.47583,-96.71883,1010.1,
KO51,3950,50,Asphalt,17,,,,144,35,,,,353
KO52,3045,75,Asphalt,17,39.12783,-121.60467,59.6,,35,39.1195,-121.606,57.9,
KO53,3007,60,Asphalt,17,36.79467,-97.749,1092.0,,35,36.7865,-97.749,1085.0,
KO54,2980,50,Asphalt,18,40.75117,-122.92083,2343.0,,36,40.74333,-122.92383,2222.0,90
KO57,3854,60,Asphalt,16,38.27,-119.22283,6464.5,,34,38.25933,-119.22267,6471.7,
KO59,4415,50,Asphalt,02,41.54833,-120.16967,4623.0,120,20,41.55883,-120.16167,4570.0,
KO60,2909,60,Asphalt,14,38.77983,-122.995,275.0,,32,38.77267,-122.99033,272.8,
KO61,4051,50,Asphalt,13,38.6885,-120.99167,1287.3,193,31,38.6795,-120.98333,1267.3,1509
KO65,3000,60,Asphalt,17,36.1145,-98.30867,1207.5,,35,36.10617,-98.30867,1196.1,
KO69,3600,75,Asphalt,11,38.26067,-122.6105,90.2,,29,38.255,-122.60017,77.5,
KO70,3401,60,Asphalt,01,38.3725,-120.79617,1687.9,,19,38.38117,-120.79167,1681.0,
KO79,3260,50,Asphalt,03,39.57867,-120.35833,4983.0,,21,39.58467,-120.34967,4951.0,193
KO81,3577,44,Asphalt,11,41.89383,-121.36567,4044.0,,29,41.8875,-121.3555,4048.0,
KO86,3215,50,Asphalt,14,40.987,-122.6955,,200,32,40.9785,-122.69183,,200
KO88,4199,75,Asphalt,07,38.1935,-121.7095,21.3,,25,38.19433,-121.695,21.6,
KO88,2199,60,Asphalt,15,38.19533,-121.7075,21.6,,33,38.18967,-121.705,21.5,
KO89,5000,75,Asphalt,02,41.01167,-121.44,3328.0,,20,41.023,-121.42983,3322.7,
KOAJ,7100,150,Asphalt,05,34.82217,-77.62033,88.9,,23,34.83617,-77.60383,90.4,
KOAK,10520,150,Asphalt,12,37.72,-122.24217,8.3,,30,37.7015,-122.21433,9.0,114
KOAK,6213,150,Asphalt,10R,37.72867,-122.22583,8.1,,28L,37.72233,-122.206,8.2,
KOAK,5458,150,Asphalt,10L,37.7305,-122.22217,5.5,,28R,37.72483,-122.20467,5.8,
KOAK,3376,75,Asphalt,15,37.74033,-122.22283,1.5,,33,37.73133,-122.21967,3.9,
KOAR,3483,75,Asphalt,11,36.68417,-121.76667,136.4,,29,36.679,-121.75667,136.3,
KOBE,5000,100,Asphalt,05,27.26217,-80.85533,32.8,,23,27.27183,-80.8445,32.7,
KOBE,4001,75,Asphalt,14,27.27,-80.85533,32.9,,32,27.26217,-80.84667,32.2,
KOBI,3304,75,Asphalt,01,39.214,-74.79683,24.5,,19,39.22317,-74.79683,41.0,
KOBI,3074,75,Asphalt,13,39.22183,-74.79717,38.6,,31,39.21767,-74.78783,34.3,
KOCF,7467,150,Asphalt,18,29.17883,-82.223,80.1,160,36,29.15833,-82.223,78.0,561
KOCF,3009,50,Asphalt,08,29.17933,-82.23133,86.9,,26,29.18083,-82.22217,87.8,
KOCH,5000,75,Asphalt,18,31.58467,-94.7095,337.3,,36,31.571,-94.71083,326.6,
KOCQ,3198,75,Asphalt,11,44.875,-87.91483,604.3,,29,44.87217,-87.90317,601.5,
KOCQ,1840,150,Turf,04,44.873,-87.91333,602.9,,22,44.87683,-87.90867,601.6,
KOCW,5000,100,Asphalt,05,35.56667,-77.05633,29.6,,23,35.57767,-77.04633,37.4,200
KOCW,5000,75,Asphalt-Concrete,17,35.57783,-77.05167,37.0,500,35,35.5655,-77.04467,33.6,
KODO,6200,100,Asphalt,11,31.92633,-102.3935,2973.5,,29,31.91767,-102.37633,2979.5,
KODO,5703,75,Asphalt,02,31.914,-102.39267,2952.4,,20,31.92767,-102.3835,3003.6,
KODO,5003,75,Asphalt,16,31.928,-102.39083,2986.6,,34,31.91467,-102.3865,2958.2,
KODX,4721,75,Concrete,13,41.62917,-98.95867,2070.0,,31,41.61983,-98.94667,2059.0,220
KODX,2012,218,Turf,17,41.62467,-98.95,2059.7,,35,41.61917,-98.95,2059.6,
KOEB,5350,75,Asphalt,07,41.9295,-85.06417,956.1,,25,41.936,-85.0465,953.3,
KOEB,3500,75,Asphalt,04,41.931,-85.05167,955.3,,22,41.939,-85.04467,954.9,
KOEB,2399,190,Turf,16,41.936,-85.05317,,594,34,41.92983,-85.05017,,194
KOEL,5000,75,Concrete,16,39.11667,-100.81817,3045.0,,34,39.10317,-100.81467,3018.7,
KOEL,2270,110,Turf,08,,,,,26,,,,
KOEO,5006,75,Asphalt,10,45.30983,-92.69733,884.2,,28,45.3065,-92.6785,905.5,
KOEO,2192,150,Turf,04,45.30983,-92.69817,882.7,,22,45.314,-92.69217,880.9,
KOFF,11703,150,Concrete,12,41.1295,-95.925,1048.6,1008,30,41.10917,-95.892,971.9,1091
KOFK,5806,100,Asphalt,14,41.992,-97.44283,1542.8,284,32,41.9795,-97.42967,1564.1,357
KOFK,5801,100,Asphalt,01,41.97767,-97.4375,1572.8,,19,41.99267,-97.4305,1530.6,
KOFP,5402,100,Asphalt,16,37.71533,-77.44133,206.5,,34,37.7025,-77.432,201.2,
KOGA,5102,75,Concrete,08,41.11783,-101.78117,3260.4,,26,41.11783,-101.76267,3245.0,
KOGA,3700,60,Concrete,13,41.12583,-101.77067,3279.3,,31,41.11767,-101.76283,3244.8,
KOGB,5399,100,Asphalt,17,33.46083,-80.86183,172.7,,35,33.44633,-80.85783,186.0,
KOGB,4508,100,Asphalt,05,33.45633,-80.86383,170.3,,23,33.4655,-80.854,195.1,
KOGD,8103,150,Asphalt,03,41.188,-112.02083,4472.5,,21,41.20383,-112.0,4415.5,851
KOGD,5195,100,Asphalt,17,41.20083,-112.015,4436.3,,35,41.18667,-112.01483,4457.2,
KOGM,3503,75,Asphalt,17,46.85,-89.36917,639.5,,35,46.84083,-89.365,665.2,
KOGS,6400,150,Asphalt,09,44.68017,-75.47517,286.0,,27,44.68433,-75.45133,301.5,
KOIC,4727,75,Asphalt,01,42.56,-75.5245,1009.0,275,19,42.573,-75.52367,1024.2,333
KOIN,3501,60,Asphalt,17,39.841,-100.54017,2707.0,,35,39.83133,-100.54017,2667.6,
KOIN,2850,125,Turf,12,39.83617,-100.543,2685.0,,30,39.8305,-100.53583,2650.0,
KOJA,5100,75,Concrete,17,35.55283,-98.6685,1599.6,,35,35.53883,-98.6685,1598.8,
KOJC,4098,75,Concrete,18,38.85317,-94.7375,1096.2,,36,38.842,-94.73767,1050.2,
KOKB,2712,75,Asphalt,06,33.21733,-117.35583,24.5,,24,33.21867,-117.34717,28.0,
KOKC,9803,150,Concrete,17L,35.40517,-97.589,1286.8,,35R,35.37817,-97.589,1283.0,
KOKC,9801,150,Concrete,17R,35.406,-97.60567,1281.7,,35L,35.379,-97.60567,1263.3,
KOKC,7800,150,Asphalt-Concrete,13,35.40467,-97.61583,1278.7,,31,35.3895,-97.5975,1286.0,
KOKC,3078,75,Asphalt,18,35.3935,-97.60767,1274.9,,36,35.38517,-97.60767,1271.3,
KOKH,3265,25,Asphalt,07,48.2515,-122.68033,141.0,507,25,48.2515,-122.667,193.3,
KOKK,6001,150,Asphalt,05,40.521,-86.06933,832.3,,23,40.53267,-86.054,819.0,
KOKK,4002,150,Asphalt,14,40.53267,-86.06183,826.0,,32,40.52483,-86.05167,823.6,
KOKM,5150,101,Concrete,18,35.67517,-95.9485,719.6,,36,35.661,-95.9485,685.3,
KOKS,4699,60,Concrete,12,41.40633,-102.3625,3394.1,,30,41.3975,-102.35017,3380.5,
KOKV,5498,100,Asphalt,14,39.14867,-78.1515,726.2,,32,39.13833,-78.1375,700.8,
KOKZ,5016,75,Asphalt,13,32.97017,-82.84517,406.9,,31,32.96317,-82.83117,436.5,
KOLD,8400,100,Water,17W,,,102.0,,35W,,,102.0,
KOLD,4001,75,Asphalt,12,44.95367,-68.68283,124.7,,30,44.95233,-68.66733,119.1,689
KOLD,2802,75,Asphalt,04,44.94783,-68.67567,125.9,,22,44.95483,-68.67167,122.2,
KOLE,4800,100,Asphalt,04,42.23467,-78.37633,2131.5,100,22,42.24583,-78.36683,2112.5,200
KOLE,2117,100,Turf,16,42.24567,-78.37283,2135.3,,34,42.24083,-78.36883,2117.0,
KOLF,5091,100,Asphalt,11,48.098,-105.584,1986.8,,29,48.091,-105.566,1985.3,
KOLG,3099,60,Asphalt,01,46.3105,-91.81717,1101.3,,19,46.319,-91.8155,1100.5,
KOLM,5500,150,Asphalt,17,46.97633,-122.90233,196.6,,35,46.9615,-122.90667,202.8,
KOLM,4157,150,Asphalt,08,46.97133,-122.908,194.1,,26,46.96867,-122.89183,204.1,
KOLS,7200,100,Asphalt,03,31.41083,-110.85617,3838.9,,21,31.4245,-110.8395,3955.1,899
KOLU,6801,100,Concrete,14,41.45733,-97.34983,1447.3,,32,41.44133,-97.3375,1440.5,950
KOLU,4135,150,Turf,02,41.44283,-97.34033,1440.9,101,20,41.45267,-97.33267,1439.5,
KOLV,6000,100,Asphalt,18,34.987,-89.787,401.2,,36,34.9705,-89.78683,394.1,
KOLY,4099,75,Asphalt,11,38.72467,-88.1845,482.0,,29,38.72133,-88.17067,468.4,
KOLY,3598,60,Asphalt,04,38.7165,-88.17883,464.6,,22,38.7245,-88.17133,471.8,
KOLZ,4000,75,Concrete,13,42.68417,-91.98,1076.3,,31,42.6765,-91.9695,1059.3,
KOLZ,1822,85,Turf,18,42.68483,-91.9735,1075.0,,36,42.67983,-91.97383,1073.0,
KOMA,9502,150,Concrete,14R,41.31383,-95.90617,984.1,,32L,41.29267,-95.886,980.3,
KOMA,8500,150,Concrete,14L,41.3135,-95.9005,983.9,,32R,41.2945,-95.88233,981.2,
KOMA,8154,150,Concrete,18,41.31333,-95.8945,981.2,141,36,41.291,-95.89467,978.4,
KOMH,3200,75,Asphalt,08,38.24533,-78.05067,445.2,,26,38.249,-78.0405,464.3,
KOMK,4667,150,Asphalt,17,48.47067,-119.5165,1304.5,,35,48.45817,-119.5195,1298.4,
KOMN,4005,75,Asphalt,08,29.30083,-81.12017,27.5,,26,29.303,-81.10783,20.6,
KOMN,3704,100,Asphalt,17,29.30533,-81.11467,25.2,,35,29.29533,-81.1125,25.9,
KONA,5679,100,Asphalt,12,44.0835,-91.721,656.2,,30,44.07583,-91.70217,656.1,480
KONL,4408,75,Concrete,13,42.4745,-98.6935,2032.0,,31,42.46533,-98.68267,2031.7,
KONL,3200,60,Concrete,04,42.46567,-98.69183,2033.5,,22,42.4715,-98.683,2029.2,
KONM,5841,75,Asphalt,15,34.02933,-106.90283,4798.5,186,33,34.014,-106.89733,4744.2,182
KONM,4590,60,Asphalt,06,34.02167,-106.91433,4875.2,,24,34.02517,-106.89983,4785.4,
KONO,5006,100,Asphalt,15,44.02567,-117.0165,2193.1,,33,44.013,-117.0095,2188.8,
KONP,5398,100,Asphalt,16,44.58683,-124.05933,152.1,,34,44.572,-124.05833,158.8,300
KONP,3001,75,Asphalt,02,44.57867,-124.05967,130.0,,20,44.58533,-124.05267,160.1,
KONT,12197,150,Concrete,08L,34.05683,-117.62283,943.2,997,26R,34.05683,-117.5825,931.7,
KONT,10200,150,Concrete,08R,34.055,-117.61617,936.0,,26L,34.055,-117.5825,926.2,
KONX,5500,150,Asphalt-Concrete,05,36.39383,-76.02083,12.9,,23,36.40617,-76.01,14.4,
KONY,5101,75,Asphalt,17,33.35783,-98.82017,1275.3,,35,33.34383,-98.82033,1260.8,
KONY,5100,75,Asphalt,04,33.34833,-98.8245,1264.4,,22,33.35817,-98.81267,1269.3,
KONY,5099,75,Asphalt,13,33.3535,-98.8245,1271.1,,31,33.3435,-98.81283,1242.5,
KONZ,4846,100,Asphalt,04,42.09333,-83.16233,576.8,,22,42.10483,-83.15333,589.3,428
KONZ,4424,75,Concrete,17,42.105,-83.16733,581.3,672,35,42.09317,-83.1635,578.3,
KOOA,4012,75,Concrete,13,41.22867,-92.499,837.3,,31,41.221,-92.48867,835.7,
KOOA,1926,75,Concrete,04,41.22683,-92.49633,837.5,,22,41.23067,-92.49133,839.8,
KOPF,8002,150,Asphalt,09L,25.91267,-80.28867,6.8,,27R,25.91383,-80.26433,7.3,
KOPF,6800,150,Asphalt,12,25.91067,-80.28883,7.9,800,30,25.90067,-80.27117,8.0,
KOPF,4309,100,Asphalt,09R,25.899,-80.28517,5.8,,27L,25.89967,-80.272,5.8,
KOPL,5999,100,Concrete,18,30.56833,-92.09883,71.1,150,36,30.55183,-92.099,71.4,789
KOPL,4051,100,Concrete,06,30.553,-92.10567,70.0,165,24,30.55867,-92.0945,74.7,169
KOPN,6350,100,Asphalt,12,32.959,-84.27317,786.8,648,30,32.951,-84.255,797.5,699
KOQN,3347,50,Asphalt,09,39.989,-75.58767,453.3,125,27,39.99117,-75.57617,460.6,249
KOQU,7504,150,Asphalt,16,41.60767,-71.42167,18.3,,34,41.59083,-71.406,9.9,403
KOQU,4000,75,Asphalt,05,41.58867,-71.41317,10.8,,23,41.59767,-71.40483,9.3,
KOQW,3304,60,Concrete,15,42.05417,-90.74133,769.1,,33,42.046,-90.73617,738.1,
KORB,4000,75,Asphalt,13,48.02,-92.8615,1310.5,,31,48.01183,-92.85067,1309.7,
KORC,4252,60,Concrete,16,42.9945,-96.06467,1415.8,,34,42.98333,-96.0605,1382.9,
KORD,13000,150,Asphalt-Concrete,10L,41.969,-87.9315,672.1,,28R,41.969,-87.88367,651.4,
KORD,10800,200,Concrete,10C,41.96567,-87.9315,669.4,,28C,41.96583,-87.89183,650.1,
KORD,8075,150,Asphalt,04R,41.95333,-87.8995,661.4,,22L,41.97,-87.87967,654.4,
KORD,7967,150,Asphalt-Concrete,09R,41.98383,-87.91833,659.8,,27L,41.98383,-87.889,650.1,
KORD,7500,150,Asphalt,04L,41.98167,-87.914,655.7,,22R,41.9975,-87.89633,647.7,
KORD,7500,150,Concrete,09L,42.00283,-87.92667,668.0,,27R,42.00283,-87.899,663.6,
KORD,7500,150,Concrete,10R,41.95717,-87.92783,680.0,,28L,41.95717,-87.90033,658.0,
KORE,4999,75,Asphalt,01,42.56117,-72.29033,555.4,99,19,42.575,-72.29017,533.8,800
KORE,4801,75,Asphalt,14,42.576,-72.29383,533.2,,32,42.568,-72.27967,551.4,1290
KORF,9001,150,Asphalt-Concrete,05,36.88583,-76.20833,17.7,1001,23,36.90533,-76.1895,15.0,
KORF,4876,150,Asphalt,14,36.89683,-76.21217,17.7,575,32,36.88867,-76.199,21.7,
KORG,5500,75,Asphalt,04,30.0625,-93.808,10.3,,22,30.07367,-93.79617,12.3,
KORG,3000,50,Turf,13,30.07217,-93.81083,10.0,,31,30.06617,-93.80433,10.0,
KORH,7001,150,Asphalt,11,42.26733,-71.89083,980.0,,29,42.266,-71.865,987.9,
KORH,5000,100,Asphalt,15,42.27283,-71.87867,1008.9,,33,42.26267,-71.86617,997.9,
KORK,5002,75,Concrete,05,34.8285,-92.259,541.2,,23,34.8365,-92.24533,518.0,
KORK,3019,75,Asphalt,17,34.83833,-92.2575,544.1,,35,34.83,-92.25733,541.1,
KORL,6004,150,Asphalt,07,28.54283,-81.33933,105.6,,25,28.54933,-81.32217,109.7,
KORL,4625,100,Asphalt,13,28.54883,-81.34133,104.0,,31,28.5405,-81.33033,109.0,
KORS,2901,60,Asphalt,16,48.71233,-122.9105,11.2,,34,48.70433,-122.91067,34.7,
KOSA,6004,100,Asphalt,17,33.105,-94.96317,364.2,,35,33.08867,-94.96033,341.5,
KOSC,11800,200,Asphalt,07,44.443,-83.41333,632.8,,25,44.46,-83.375,619.7,
KOSH,8002,150,Concrete,18,43.98583,-88.5565,789.5,,36,43.96383,-88.55667,808.3,
KOSH,6179,150,Concrete,09,43.99167,-88.57217,797.4,,27,43.9915,-88.54867,775.7,531
KOSH,3697,75,Asphalt,05,43.98667,-88.55833,790.2,,23,43.99383,-88.5485,773.3,274
KOSH,3061,75,Asphalt,13,43.99117,-88.55967,781.7,,31,43.98583,-88.55067,781.1,
KOSU,5004,100,Asphalt,09R,40.07717,-83.08167,901.3,,27L,40.07783,-83.06367,889.6,
KOSU,3562,100,Asphalt,05,40.07633,-83.0785,903.1,,23,40.08267,-83.06883,892.7,
KOSU,2994,100,Asphalt,09L,40.08267,-83.07883,904.3,,27R,40.08317,-83.06817,891.5,
KOSX,5009,75,Asphalt,14,33.09533,-89.5475,494.4,,32,33.08517,-89.5365,469.8,
KOTG,5500,100,Asphalt,11,43.65767,-95.58533,1573.5,,29,43.65133,-95.5665,1566.4,
KOTG,4200,75,Asphalt,18,43.66167,-95.5835,1571.4,,36,43.65,-95.5835,1573.9,
KOTH,5980,150,Asphalt,04,43.41467,-124.26067,16.1,,22,43.42283,-124.241,13.4,660
KOTH,4470,150,Asphalt,13,43.41983,-124.24617,13.1,,31,43.40933,-124.23767,17.4,
KOTM,5885,150,Asphalt-Concrete,13,41.111,-92.45583,840.0,,31,41.0995,-92.44067,838.3,
KOTM,4600,100,Asphalt-Concrete,04,41.10517,-92.4515,841.7,,22,41.11417,-92.43967,832.6,
KOUN,5199,100,Asphalt,18,35.2565,-97.47317,1181.6,,36,35.24217,-97.473,1177.2,
KOUN,4748,100,Asphalt,03,35.23617,-97.47583,1175.2,,21,35.24667,-97.46633,1179.1,
KOVE,6020,100,Asphalt,02,39.47883,-121.63183,181.5,,20,39.49267,-121.62017,184.6,
KOVE,3540,100,Asphalt,13,39.49517,-121.61883,192.8,,31,39.48733,-121.6115,176.9,
KOVL,3498,75,Asphalt,11,44.78083,-95.03867,1071.0,,29,44.77633,-95.02683,1076.0,
KOVO,5002,75,Asphalt,05,39.04033,-85.6105,757.2,,23,39.0495,-85.5975,754.8,
KOVO,2730,50,Asphalt,15,39.0495,-85.61083,751.9,,33,39.04283,-85.60633,756.4,
KOVS,5000,75,Asphalt,07,43.16033,-90.679,668.2,,25,43.16567,-90.66183,670.7,
KOVS,3656,58,Asphalt,02,43.153,-90.68033,672.0,,20,43.16267,-90.67633,668.5,
KOWA,5500,100,Concrete,12,44.12767,-93.26933,1105.9,,30,44.11917,-93.252,1145.4,
KOWA,3000,75,Asphalt,05,44.1195,-93.25983,1137.6,,23,44.12483,-93.25117,1139.3,
KOWB,8000,150,Concrete,18,37.74883,-87.16783,407.3,,36,37.727,-87.16667,397.2,
KOWB,5000,100,Asphalt-Concrete,06,37.736,-87.173,405.1,,24,37.7445,-87.15933,403.1,
KOWD,4007,100,Asphalt,17,42.19383,-71.17783,49.2,,35,42.18383,-71.1715,47.1,
